Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Prog,Dribbles_Succ,Dribbles_Att,PlayerID,NationID,SquadID,MatchID,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Medium_Cmp,Medium_Att,Long_Cmp,Long_Att,xA,KP,1/3,PPA,CrsPA,Prog,Att,PassTypes_Live,PassTypes_Dead,PassTypes_FK,PassTypes_TB,PassTypes_Sw,PassTypes_Crs,PassTypes_TI,PassTypes_CK,CornerKicks_In,CornerKicks_Out,CornerKicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Tkl+Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost
Nayluisa Cáceres,25,ve VEN,GK,22-348,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,25,45,0,0,0,f262e54f,VEN,4c088abe,8b892b0c,25,45,792,493,2,2,10,10,13,33,0.0,0,1,0,0,0,45,29,16,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,41,45,0,0,0,45,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0
Ane Azkona,16,es ESP,FW,24-109,90,0,0,0,0,2,1,0,0,32,1,0,0,0.1,0.1,0.0,1,0,7,18,0,0,2,2dfa2aa3,ESP,94929c05,8b892b0c,7,18,88,16,6,7,1,3,0,2,0.0,0,0,0,0,0,18,18,0,0,0,0,1,0,0,0,0,0,7,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,32,0,7,5,20,3,32,9,1,18,9,0,2,0,2,1,0,0,0,0,8,1,0
Ainize Barea Núñez,22,es ESP,LW,30-280,90,0,0,0,0,1,1,0,0,31,0,1,1,0.1,0.1,0.1,2,0,14,19,1,0,3,08137080,ESP,94929c05,8b892b0c,14,19,193,16,8,8,6,10,0,1,0.1,2,0,1,0,1,19,18,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,31,1,4,9,18,2,31,3,2,24,6,0,0,0,0,0,0,0,0,0,5,0,2
Clara Pinedo,15,,RW,19-053,84,0,1,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.1,2,2,8,20,1,0,0,68fd2ca4,,94929c05,8b892b0c,8,20,142,80,3,5,2,5,2,7,0.1,1,1,0,0,1,20,19,1,0,0,0,2,0,1,1,0,0,8,0,2,1,0,1,0,0,0,1,1,0,0,0,1,1,0,24,0,11,8,5,0,24,1,0,9,1,0,1,1,0,2,0,0,0,0,4,0,1
Eunate Arraiza,14,es ESP,RW,31-151,6,0,0,0,0,0,0,0,0,12,2,0,0,0.0,0.0,0.0,0,0,5,10,2,0,0,7685f89a,ESP,94929c05,8b892b0c,5,10,122,114,1,1,3,4,1,5,0.0,0,2,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,1,1,0,1,1,0,0,0,0,2,1,0,12,1,7,3,2,0,12,0,0,4,0,0,0,0,0,0,1,0,0,0,3,2,0
Mariana Cerro,19,,AM,22-163,89,0,0,0,0,1,0,0,0,38,5,2,2,0.0,0.0,0.1,1,0,11,21,3,0,0,3b7b59d8,,94929c05,8b892b0c,11,21,245,162,4,6,5,8,2,4,0.0,1,3,0,0,3,21,20,0,0,0,0,1,0,0,0,0,0,11,1,1,5,3,2,1,2,3,6,3,2,0,2,7,2,0,38,1,10,16,12,0,38,3,0,11,1,0,1,0,0,1,3,0,0,0,6,0,0
Nekane Díez,7,es ESP,AM,31-080,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,4c0a4b1e,ESP,94929c05,8b892b0c,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Marta Unzué,8,es ESP,DM,34-120,85,0,0,0,0,0,0,1,0,38,0,0,1,0.0,0.0,0.0,2,0,16,30,3,0,0,32afe064,ESP,94929c05,8b892b0c,16,30,365,234,4,7,9,12,3,10,0.0,0,5,0,0,3,30,29,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,38,3,15,20,4,0,38,2,0,12,0,0,2,0,0,0,0,0,0,0,7,2,2
Itxaso Uriarte,18,,DM,31-061,5,0,0,0,0,0,0,0,0,6,0,1,1,0.0,0.0,0.0,0,0,0,2,0,0,0,2b141a84,,94929c05,8b892b0c,0,2,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,6,2,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Irene Oguiza,12,,DM,22-300,76,0,0,0,0,2,0,1,0,58,0,2,1,0.0,0.0,0.0,1,0,21,49,7,1,1,e660b6a5,,94929c05,8b892b0c,21,49,329,187,12,23,6,16,2,6,0.0,1,6,0,0,7,49,49,0,0,0,0,3,0,0,0,0,0,21,0,2,0,0,0,0,0,0,1,1,1,0,1,2,2,0,58,2,5,30,23,3,58,1,0,35,1,0,5,3,0,3,0,0,0,0,7,9,6
Paula Arana,20,,DM,20-358,14,0,0,0,0,1,0,0,0,12,0,0,2,0.1,0.1,0.0,0,0,3,7,0,0,1,008c802c,,94929c05,8b892b0c,3,7,51,2,1,1,2,3,0,2,0.0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,12,1,1,4,7,2,12,2,0,8,1,0,0,0,0,0,0,0,0,0,2,1,1
Nerea Nevado,17,,LB,21-188,90,0,0,0,0,0,0,0,0,43,3,2,0,0.0,0.0,0.0,1,0,20,34,1,1,1,1fe41030,,94929c05,8b892b0c,20,34,417,288,8,9,9,15,3,8,0.0,0,2,0,0,1,34,18,16,1,0,0,6,13,2,2,0,0,20,0,1,3,0,2,1,0,2,3,1,0,0,0,5,4,0,43,3,20,15,10,0,43,0,0,5,0,0,1,2,0,6,0,0,0,0,9,0,0
Bibiane Schulze-Solano,21,de GER,CB,23-354,90,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,0,0,8,13,1,0,0,619b6566,GER,94929c05,8b892b0c,8,13,242,159,0,1,6,6,2,6,0.1,0,1,1,0,1,13,12,1,1,0,0,0,0,0,0,0,0,8,0,0,1,1,1,0,0,1,1,0,0,0,0,1,5,0,25,6,21,4,0,0,25,0,0,6,0,0,0,0,0,0,1,0,0,0,3,0,0
Oihane Valdezate,6,,CB,22-205,90,1,0,0,0,1,1,0,0,28,1,0,2,0.1,0.1,0.1,1,0,8,18,1,0,0,a3a76e5f,,94929c05,8b892b0c,8,18,203,132,3,3,3,7,2,8,0.0,1,2,0,0,1,18,17,1,1,0,1,0,0,0,0,0,0,8,0,0,1,1,1,0,0,0,0,0,2,2,0,1,5,0,28,7,21,6,1,1,28,0,1,4,0,0,1,0,0,0,1,0,0,0,9,3,1
Oihane Hernandez,11,es ESP,RB,22-181,90,0,0,0,0,0,0,0,0,64,6,5,1,0.0,0.0,0.0,0,0,23,41,1,0,0,799764cf,ESP,94929c05,8b892b0c,23,41,495,435,5,7,14,20,4,13,0.0,0,2,1,1,1,41,19,22,0,0,0,3,22,0,0,0,0,23,0,1,6,6,4,2,0,2,3,1,1,0,1,11,4,0,64,3,21,24,19,0,64,3,0,7,0,0,0,0,0,3,6,0,0,0,8,0,0
María Asunción Quiñones,1,es ESP,GK,26-003,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,1,0,17,30,0,0,0,55ff64ce,ESP,94929c05,8b892b0c,17,30,834,799,2,2,2,2,13,26,0.0,0,1,0,0,0,30,20,10,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,34,36,0,0,0,36,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0
Jade Boho,9,gq EQG,"FW,RM",36-063,90,0,0,0,0,1,0,0,0,36,2,1,2,0.0,0.0,0.2,3,0,16,28,2,0,0,2b721e60,EQG,e9fecaf2,5365c2d5,16,28,282,66,6,8,8,12,2,6,0.3,2,2,1,1,2,28,24,3,0,0,0,4,0,0,0,0,0,16,1,1,2,1,0,1,1,1,2,1,2,0,2,3,2,0,36,3,3,15,18,3,36,1,0,20,8,0,1,2,0,4,1,0,0,0,4,1,6
