Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Passes_Cmp,Passes_Att,Passes_TotDist,Passes_PrgDist,KP,LastThird,PPA,CrsPA,Tkl,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Clr,Err,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Receiving_Rec,Receiving_Prog,Subs,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost
Sandra Paños,es ESP,GK,Barcelona,30-037,1992,6,6,540,0,0,0,0,2,0,0.0,0.0,0.0,c6ae9544,15f49df1,0,0,,0,,0.0,0.0,188,217,4197,2710,0,0,0,0,0,0,0,0,1,0,1,0,4,1,226,197,226,0,0,0,226,0,0,141,0,0,4,3.00,22,3,+19,-1.17,16.6,4.0,+12.6,-0.73,0,0,0,0,0,0,0,0,8,1,0
Salma Paralluelo,,FW,Barcelona,19-028,2003,7,4,349,5,2,0,0,0,0,4.1,4.1,0.9,843324b5,15f49df1,32,12,14.8,1,0.13,+0.9,+0.9,89,121,1137,241,10,3,5,0,6,0,2,4,2,0,2,1,0,0,178,0,4,37,138,44,178,6,12,151,40,3,1,3.00,17,1,+16,+0.56,14.9,2.1,+12.8,+1.23,0,2,11,1,9,3,0,0,19,0,6
Lucia Pardo,,FW,Madrid CFF,22-340,2000,9,5,391,2,2,0,0,1,0,1.4,1.4,1.7,645bf5f7,89818574,18,6,18.5,0,0.08,+0.6,+0.6,64,104,982,230,5,8,2,1,6,3,3,0,2,0,2,2,4,0,165,2,16,74,78,21,165,1,5,109,30,4,2,2.44,9,4,+5,+0.63,7.0,4.0,+3.0,+0.41,0,5,7,4,10,4,0,0,12,1,5
Irene Paredes,es ESP,DF,Barcelona,31-160,1991,9,7,671,1,1,0,0,0,0,1.0,1.0,0.2,6a86dd87,15f49df1,11,2,12.6,0,0.09,0.0,0.0,473,535,9767,4136,3,43,6,3,7,2,4,1,3,2,1,13,16,0,597,57,292,269,40,14,597,0,1,415,1,2,2,3.00,27,2,+25,-1.05,22.6,3.2,+19.4,+0.34,0,10,7,1,5,3,0,0,62,17,3
Laia Parera,,DF,Levante Planas,21-093,2001,11,6,614,0,0,0,0,0,0,0.0,0.0,0.4,1f5790d3,753b93a5,2,0,34.2,0,0.01,0.0,0.0,172,268,2785,1688,5,9,6,4,20,12,7,1,10,2,8,19,16,0,344,20,154,149,54,1,344,4,8,106,2,5,,0.73,5,21,-16,-2.35,6.2,13.9,-7.8,-0.25,0,6,4,1,9,13,0,0,40,6,2
Pauleta,,"DF,MF",Valencia,24-182,1998,12,9,725,1,0,0,1,2,0,1.4,0.6,0.4,db1eeb84,f96ff499,9,3,23.1,1,0.07,-0.4,+0.4,171,281,2973,1349,7,18,7,5,22,12,8,2,10,4,6,8,13,0,393,25,117,170,110,14,392,8,23,177,13,3,,1.25,10,10,0,-0.25,11.6,8.4,+3.2,+0.59,0,13,17,1,21,14,0,0,56,5,6
Toni Payne,ng NGA,"DF,FW",Sevilla,27-233,1995,11,9,837,0,4,0,0,0,0,0.5,0.5,2.2,d6a30323,215d9026,5,2,13.5,0,0.10,-0.5,-0.5,185,280,3078,1282,12,16,4,2,7,2,3,2,2,0,2,5,6,0,339,6,101,123,126,30,339,9,17,192,38,2,,1.09,17,19,-2,-0.80,11.8,9.9,+1.9,-0.60,0,2,6,5,12,5,0,0,53,2,2
Mari Paz Vilas,es ESP,"FW,MF",Levante Planas,34-313,1988,10,9,747,3,1,1,1,0,0,2.9,2.1,1.0,b876a4b2,753b93a5,22,8,18.2,0,0.10,+0.1,-0.1,131,209,2047,542,10,10,4,0,4,0,3,1,3,1,2,3,8,0,300,9,25,159,116,25,299,5,10,204,40,1,,0.80,8,17,-9,+1.51,7.1,14.9,-7.7,+0.45,0,6,14,4,4,3,0,0,32,9,19
Leire Peña,es ESP,MF,Real Betis,21-174,2001,1,0,31,0,0,0,0,0,0,0.0,0.0,0.0,344aa257,74142337,0,0,,0,,0.0,0.0,11,12,167,11,0,0,0,0,2,1,1,0,0,0,0,1,0,0,16,0,4,9,4,0,16,1,2,8,0,1,7,0.00,0,0,0,+1.22,0.1,1.2,-1.1,-1.69,0,1,0,0,0,2,0,0,3,1,1
Raquel Peña,es ESP,"DF,FW",UDG Tenerife,33-356,1988,10,10,886,1,3,1,2,1,0,2.1,0.5,1.6,67d43354,4c088abe,10,2,28.1,3,0.05,-1.1,-0.5,341,568,7092,3811,19,25,10,7,23,14,6,3,7,2,5,30,21,0,660,26,252,266,156,10,658,5,9,251,15,0,,1.20,9,12,-3,-0.30,9.5,10.0,-0.5,+3.05,0,3,6,3,59,15,0,0,88,5,2
Paula Perea,,DF,Real Betis,26-175,1996,11,10,854,0,1,0,0,2,0,0.0,0.0,0.2,06776ec6,74142337,1,0,39.4,0,0.02,0.0,0.0,205,362,3941,2075,2,19,6,3,20,13,5,2,10,6,4,17,18,0,461,36,206,188,69,0,461,3,11,203,5,1,,0.91,13,21,-8,+2.47,6.5,21.5,-15.0,+0.34,0,12,3,0,15,15,0,0,44,13,14
Lena Pérez,,DF,Alhama,26-349,1995,9,8,696,1,0,0,0,4,1,0.4,0.4,0.0,c54a5844,e9fecaf2,4,1,13.3,0,0.09,+0.6,+0.6,100,168,2172,1281,0,9,0,0,11,7,4,0,14,10,4,9,31,0,251,48,176,64,12,4,251,1,1,71,0,1,2,0.33,3,17,-14,-0.17,4.2,12.3,-8.1,-0.16,1,14,5,0,2,5,0,0,31,7,10
Nerea Pérez Machado,es ESP,DF,Villarreal,28-334,1994,11,9,811,0,0,0,0,3,0,0.0,0.0,0.2,6041cdeb,7a7bef84,1,0,28.2,0,0.01,0.0,0.0,222,376,3709,2141,2,26,3,1,33,14,16,3,15,3,12,21,21,0,483,30,148,228,112,1,483,1,7,161,5,2,,0.91,7,26,-19,-2.61,7.9,14.9,-7.0,-0.68,0,17,7,1,16,20,0,0,58,1,6
Maria Perez,es ESP,DF,Barcelona,20-352,2001,1,1,90,0,0,0,0,0,0,0.1,0.1,0.0,b592c4bb,15f49df1,2,0,13.5,0,0.05,-0.1,-0.1,88,98,2002,646,1,10,0,0,4,0,4,0,0,0,0,1,0,0,109,4,33,58,18,4,109,0,0,84,1,0,2,3.00,4,0,+4,+0.27,2.0,0.1,+1.9,-0.62,0,0,1,0,1,3,0,0,8,1,0
Xènia Pérez,,DF,Atlético Madrid,21-044,2001,6,2,168,0,0,0,0,0,0,0.0,0.0,0.0,3ab95bec,b56c2667,1,0,15.4,0,0.03,0.0,0.0,106,135,2122,856,1,7,0,0,0,0,0,0,1,1,0,2,5,0,150,10,63,80,8,1,150,0,0,92,0,4,5,2.50,4,1,+3,+1.06,4.0,1.7,+2.4,+0.38,0,0,1,0,2,0,0,0,12,4,3
Claudia Pina,es ESP,"MF,FW",Barcelona,21-121,2001,11,9,646,5,6,1,1,0,0,3.9,3.1,2.9,1e3ba0ba,15f49df1,21,8,16.3,0,0.15,+1.1,+0.9,299,376,4868,1686,31,43,16,5,10,4,3,3,8,0,8,3,3,0,442,2,36,212,195,24,441,7,12,346,50,2,,3.00,31,2,+29,+0.72,22.5,4.0,+18.5,+0.25,0,7,15,2,24,7,0,0,29,2,2
Clara Pinedo,,"MF,FW",Athletic Club,19-093,2003,10,5,537,2,1,0,0,0,0,1.0,1.0,0.5,68fd2ca4,94929c05,9,5,19.4,0,0.11,+1.0,+1.0,98,150,1521,402,5,8,2,0,7,3,4,0,3,0,3,7,8,0,208,7,43,92,76,8,208,2,4,115,16,5,1,1.00,10,10,0,+0.79,5.6,8.3,-2.7,-0.29,0,3,5,1,10,6,0,0,32,4,4
Raquel Pinel,es ESP,"MF,FW",Alhama,28-103,1994,7,0,149,0,0,0,0,0,0,0.2,0.2,0.2,01e37463,e9fecaf2,4,0,13.5,0,0.04,-0.2,-0.2,30,52,421,55,5,1,0,0,2,0,2,0,0,0,0,2,1,0,73,2,9,42,23,6,73,0,3,43,3,7,2,0.00,0,2,-2,+0.63,0.9,1.6,-0.7,+0.65,0,0,6,2,1,0,0,0,12,5,8
Itziar Pinillos,,"DF,FW",Madrid CFF,22-081,2000,11,10,860,0,0,0,0,2,0,0.1,0.1,0.7,fa2ad5a0,89818574,1,0,15.1,0,0.05,-0.1,-0.1,282,429,4446,1806,6,17,6,4,15,11,2,2,8,0,8,9,16,1,520,18,137,227,164,9,520,4,9,256,19,1,1,2.00,18,11,+7,-0.09,13.5,9.3,+4.3,+0.05,0,9,7,0,31,8,0,0,69,0,2
Fátima Pinto,pt POR,MF,Alavés,26-329,1996,5,4,307,0,0,0,0,2,0,0.1,0.1,0.0,5772c6a8,aa11fb42,1,0,7.2,0,0.11,-0.1,-0.1,66,103,1225,282,1,5,1,1,5,1,3,1,9,2,7,2,5,0,145,10,41,69,37,4,145,1,3,73,3,1,1,0.80,2,5,-3,+1.76,1.6,5.9,-4.3,+0.09,0,5,6,0,2,4,0,0,25,4,7
Tatiana Pinto,pt POR,MF,Levante,28-258,1994,11,6,591,4,1,0,0,4,0,2.7,2.7,0.8,d55abfda,0f4738a8,18,10,17.5,0,0.15,+1.3,+1.3,191,249,3107,1039,7,32,6,0,8,1,5,2,8,2,6,0,6,1,322,8,40,194,96,21,322,6,11,218,15,5,,2.09,21,8,+13,+1.30,17.0,5.9,+11.0,+0.87,0,7,6,2,4,7,0,0,42,7,11
Allegra Poljak,rs SRB,DF,Real Sociedad,23-309,1999,4,2,203,0,1,0,0,0,0,0.2,0.2,0.6,5485206d,c21f25d3,4,2,18.4,0,0.05,-0.2,-0.2,128,176,2739,892,7,9,6,4,2,0,2,0,1,0,1,3,1,0,182,3,36,92,56,3,182,2,5,104,10,2,,1.50,5,4,+1,-0.59,5.0,2.1,+2.9,+0.74,0,1,1,0,25,2,0,0,13,0,0
Macarena Portales,es ESP,"FW,MF",Valencia,24-131,1998,11,9,871,1,1,0,0,1,0,1.2,1.2,1.0,277764c1,f96ff499,11,6,19.1,0,0.11,-0.2,-0.2,180,261,2476,810,12,19,11,0,18,7,8,3,10,0,10,7,4,0,395,6,68,174,160,36,395,16,32,247,44,2,,1.36,9,11,-2,-1.50,12.5,10.4,+2.2,+0.11,0,3,18,3,11,12,0,0,70,2,5
Berta Pujadas,,DF,Valencia,22-246,2000,9,8,725,2,0,0,0,1,0,0.5,0.5,0.2,e19143bb,f96ff499,5,3,17.5,0,0.10,+1.5,+1.5,243,323,4321,1988,4,15,1,0,12,7,5,0,9,7,2,16,18,0,404,73,235,135,39,10,404,6,8,227,0,1,,1.00,6,8,-2,-1.01,9.2,8.8,+0.4,-0.47,0,4,6,0,2,6,0,0,47,4,2
Montse Quesada,,GK,Levante Planas,21-240,2001,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,b5ddbb0a,753b93a5,0,0,,0,,0.0,0.0,22,31,432,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,34,0,0,0,34,0,0,4,0,0,6,0.00,0,3,-3,-1.70,0.5,3.5,-3.0,-2.12,0,0,0,0,0,0,0,0,2,0,0
Quiles,,"DF,MF",Real Betis,23-001,1999,11,8,775,1,0,0,0,1,0,0.5,0.5,0.4,ead3c3e2,74142337,6,3,14.4,0,0.08,+0.5,+0.5,213,373,3467,2072,8,22,9,7,14,7,6,1,10,1,9,12,20,0,468,18,135,206,132,9,468,5,14,172,13,3,,0.91,9,22,-13,-1.51,6.0,21.3,-15.3,-0.71,0,13,4,2,31,9,0,0,49,17,14
Nuria Rábano,es ESP,DF,Barcelona,23-179,1999,9,6,515,0,1,0,0,1,0,0.1,0.1,0.9,a5d0b32a,15f49df1,5,0,28.2,0,0.03,-0.1,-0.1,315,384,5087,1490,7,20,8,3,7,2,3,2,5,1,4,4,6,0,421,5,74,209,139,10,421,3,6,263,33,3,3,3.00,24,1,+23,+0.51,18.4,1.6,+16.8,+0.89,0,5,2,1,24,4,0,0,27,0,2
Emma Ramírez,,DF,Barcelona,20-215,2002,1,0,28,0,1,0,0,0,0,0.1,0.1,0.1,17a5ad2a,15f49df1,1,1,13.9,0,0.09,-0.1,-0.1,18,18,231,73,1,0,1,0,1,0,1,0,0,0,0,0,0,0,23,0,2,16,5,1,23,0,0,11,1,1,3,3.00,1,0,+1,-0.55,0.9,0.0,+0.9,+0.44,0,0,0,0,0,1,0,0,3,1,0
Lucía Ramírez,,DF,Alhama,24-009,1998,5,5,378,0,0,0,0,0,0,0.0,0.0,0.3,13af961b,e9fecaf2,2,0,11.5,0,0.02,0.0,0.0,76,128,1908,936,1,7,0,0,11,6,4,1,4,4,0,13,20,0,183,30,124,53,7,4,183,1,1,62,0,0,,0.00,3,8,-5,+0.86,4.0,6.5,-2.5,+0.60,0,3,0,0,0,5,0,0,11,5,1
Mayra Ramírez,co COL,FW,Levante,23-263,1999,11,11,957,5,3,0,0,1,0,3.5,3.5,1.7,61478cfd,0f4738a8,36,12,16.1,0,0.11,+1.5,+1.5,140,215,2045,307,16,4,14,3,12,0,4,8,11,1,10,3,8,0,366,10,17,100,252,72,366,17,43,267,76,0,,2.09,29,14,+15,-1.32,22.9,9.0,+13.9,-0.62,0,15,21,16,20,8,0,0,35,7,7
Natalia Ramos,es ESP,MF,UDG Tenerife,23-304,1999,10,10,885,0,0,0,0,4,0,0.3,0.3,0.3,454771bc,4c088abe,8,1,27.0,3,0.03,-0.3,-0.3,207,328,4549,1702,5,34,2,0,31,10,17,4,11,2,9,21,17,0,447,27,167,246,41,2,447,3,3,189,1,0,,1.20,9,12,-3,-0.31,9.1,10.3,-1.2,-1.54,0,14,15,0,3,22,0,0,74,17,21
Noelia Ramos,es ESP,GK,UDG Tenerife,23-304,1999,5,5,450,0,0,0,0,0,0,0.0,0.0,0.0,254360d0,4c088abe,0,0,,0,,0.0,0.0,106,196,3279,2276,0,4,0,0,0,0,0,0,0,0,0,0,4,0,209,179,209,0,0,0,209,0,0,66,0,0,5,1.60,6,5,+1,+1.00,5.5,6.1,-0.7,-0.07,0,0,1,0,0,0,0,0,3,2,1
Kerlly Real,ec ECU,DF,Valencia,24-034,1998,11,11,909,0,0,0,0,3,0,0.9,0.9,0.3,38354446,f96ff499,5,1,13.0,0,0.18,-0.9,-0.9,230,417,4412,2688,3,13,3,2,12,7,2,3,14,1,13,13,18,0,507,26,200,208,105,12,507,5,10,197,9,0,1,1.36,11,7,+4,+1.97,13.3,11.2,+2.2,+0.06,0,19,18,0,11,11,0,0,52,7,11
Alba Redondo,es ESP,FW,Levante,26-106,1996,11,11,971,10,3,0,1,0,0,9.1,8.3,2.7,73ea3a61,0f4738a8,58,25,14.1,0,0.15,+0.9,+1.7,201,294,3088,798,25,13,8,0,14,2,6,6,8,0,8,3,4,0,444,5,25,158,269,96,443,18,29,316,80,0,,2.09,29,12,+17,+6.31,23.0,8.3,+14.7,+1.81,0,5,12,10,12,8,0,0,42,6,4
Vera Rico,,FW,Villarreal,18-167,2004,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,660cd10f,7a7bef84,0,0,,0,,0.0,0.0,1,3,23,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,2,4,0,6,1,1,4,2,1,6,0.00,0,1,-1,-8.44,0.1,0.2,-0.1,-0.52,0,0,0,0,0,0,0,0,1,0,0
Marina Rivas,,MF,Madrid CFF,17-162,2005,3,1,86,0,0,0,0,0,0,0.0,0.0,0.1,d0c1e0fa,89818574,1,1,30.0,0,0.01,0.0,0.0,23,32,418,99,1,2,1,0,1,0,1,0,2,1,1,3,3,0,48,2,15,28,5,0,48,1,1,24,2,2,5,1.00,1,3,-2,-3.09,0.7,1.2,-0.6,-1.10,0,0,1,0,0,0,0,0,8,0,0
Almudena Rivero,,"MF,DF",Sevilla,20-279,2002,7,1,149,0,0,0,0,0,0,0.0,0.0,0.0,cd97e99c,215d9026,0,0,,0,,0.0,0.0,34,57,619,293,0,7,0,0,4,2,2,0,1,1,0,1,2,0,67,3,14,48,7,0,67,0,0,33,2,6,2,1.14,4,6,-2,-1.32,3.4,2.8,+0.5,+0.02,0,1,0,0,0,3,0,0,17,2,1
Gisela Robledo,co COL,"MF,FW",UDG Tenerife,19-212,2003,2,1,116,1,0,0,0,0,0,0.4,0.4,0.0,b48a6ed4,4c088abe,5,3,20.7,0,0.07,+0.6,+0.6,8,13,124,23,1,1,0,0,2,1,1,0,2,0,2,0,0,0,32,0,1,16,16,4,32,1,2,20,5,1,,1.50,2,3,-1,-0.55,1.4,1.4,0.0,+0.10,0,3,3,2,0,1,0,0,4,0,2
Kenti Robles,mx MEX,DF,Real Madrid,31-299,1991,4,3,240,0,0,0,0,1,0,0.0,0.0,0.0,24a00636,54582b93,0,0,,0,,0.0,0.0,114,161,1991,945,0,8,0,0,6,2,3,1,1,1,0,4,3,0,182,4,76,86,20,1,182,0,2,101,1,1,6,3.00,5,0,+5,-0.31,3.4,2.0,+1.4,-0.14,0,2,1,0,3,4,0,0,11,4,3
Cinta Rodríguez,,DF,Atlético Madrid,23-034,1999,8,8,720,0,0,0,0,0,0,0.1,0.1,0.0,9f7c1cbd,b56c2667,2,1,9.5,0,0.04,-0.1,-0.1,337,378,7329,2764,1,16,2,1,4,4,0,0,6,3,3,8,31,2,433,59,288,138,10,4,433,0,0,297,1,0,3,2.13,18,11,+7,+0.54,15.2,8.6,+6.5,-0.48,0,7,0,0,3,2,0,0,40,7,8
Lucía Rodríguez,es ESP,DF,Real Madrid,23-201,1999,7,6,505,0,1,0,0,0,0,0.1,0.1,0.5,9d8f244b,54582b93,2,0,24.2,0,0.03,-0.1,-0.1,285,360,4630,1708,3,31,5,2,15,9,4,2,8,4,4,12,12,0,416,20,123,224,76,6,416,3,8,230,7,1,3,2.29,14,8,+6,-2.35,7.9,7.6,+0.3,-1.26,0,8,2,0,14,8,0,0,37,2,3
Misa Rodríguez,es ESP,GK,Real Madrid,23-142,1999,8,8,720,0,0,0,0,2,0,0.0,0.0,0.0,c165d140,54582b93,0,0,,0,,0.0,0.0,179,223,4635,3401,0,3,0,0,0,0,0,0,0,0,0,0,6,0,245,223,245,0,0,0,245,0,0,90,0,0,2,2.38,24,8,+16,-0.50,11.8,8.8,+3.0,-1.17,0,1,3,0,0,0,0,0,21,0,0
Fridolina Rolfö,se SWE,"DF,FW",Barcelona,29-017,1993,10,8,717,3,3,0,0,2,0,3.1,3.1,4.1,6862731d,15f49df1,18,9,12.4,0,0.19,-0.1,-0.1,330,421,5406,1894,18,16,15,7,23,8,8,7,9,0,9,3,7,0,504,7,116,180,212,42,504,3,13,303,49,2,2,3.00,32,3,+29,-0.33,24.0,4.7,+19.3,-0.14,0,10,3,6,32,18,0,0,56,4,3
Lucía Romero,,"MF,FW",Villarreal,20-030,2002,4,0,89,0,0,0,0,0,0,0.1,0.1,0.4,5feaae04,7a7bef84,1,0,24.3,0,0.08,-0.1,-0.1,17,32,243,106,2,3,0,0,1,0,1,0,2,0,2,0,0,0,41,0,3,15,24,2,41,1,3,25,6,4,,0.00,0,8,-8,-7.09,1.1,2.9,-1.8,-1.28,0,0,0,1,4,1,0,0,3,2,0
Paula Romero,,DF,Sporting Huelva,24-196,1998,11,9,836,0,0,0,0,1,0,0.0,0.0,0.7,b453c51e,27acb0af,0,0,,0,,0.0,0.0,186,354,3547,2626,7,20,8,2,14,9,5,0,8,4,4,20,28,1,434,33,197,160,82,1,434,1,3,122,6,2,,1.09,9,11,-2,+5.04,7.9,12.3,-4.5,+4.08,0,8,9,0,12,6,0,0,52,8,7
Sara Rubio,,"DF,FW",Alhama,24-164,1998,5,1,235,1,0,0,0,0,0,0.1,0.1,0.4,08259171,e9fecaf2,4,1,27.4,0,0.02,+0.9,+0.9,52,94,1171,720,6,5,1,1,2,2,0,0,6,1,5,4,8,0,121,5,36,51,36,0,121,0,0,23,3,4,4,0.00,2,7,-5,-0.21,2.1,5.5,-3.4,-0.40,0,1,3,0,10,1,0,0,15,3,2
Alba Ruiz,,FW,Madrid CFF,21-030,2001,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,af7f9412,89818574,0,0,,0,,0.0,0.0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,1,1,0,0,1,5,3.00,0,0,0,-0.75,0.0,0.0,0.0,+1.41,0,1,0,0,0,0,0,0,1,0,0
María Ruíz,,"FW,MF",Sporting Huelva,21-334,2001,6,3,343,0,1,0,0,1,0,0.2,0.2,0.1,93015232,27acb0af,7,2,25.1,1,0.03,-0.2,-0.2,49,96,833,255,2,6,1,1,5,1,1,3,4,1,3,1,1,0,153,3,19,73,63,5,153,4,17,104,19,3,1,1.33,6,7,-1,+1.13,3.8,5.3,-1.5,+1.12,0,6,7,1,8,3,0,0,25,3,5
Camila Sáez,cl CHI,DF,Alavés,28-055,1994,11,11,990,1,0,0,0,1,0,1.1,1.1,0.1,e20acc1f,aa11fb42,5,1,14.4,1,0.22,-0.1,-0.1,247,375,5071,2243,3,11,0,0,13,10,3,0,11,6,5,14,47,1,488,114,367,113,11,5,488,2,2,229,1,0,,0.55,11,34,-23,,8.7,23.2,-14.5,,0,8,4,0,0,10,0,0,51,13,10
Noelia Salazar,,MF,Real Betis,23-222,1999,10,7,597,0,0,0,0,1,0,0.1,0.1,0.1,e074f9c9,74142337,4,0,27.1,0,0.02,-0.1,-0.1,225,281,3815,914,2,13,0,0,20,6,11,3,5,2,3,7,7,0,344,17,101,190,55,3,344,1,5,197,4,3,1,1.00,7,18,-11,-1.20,3.1,13.8,-10.7,+0.05,0,15,5,1,2,14,0,0,51,6,5
Iina Salmi,fi FIN,MF,Valencia,28-060,1994,7,3,256,0,0,0,0,0,0,0.2,0.2,0.1,ff43414f,f96ff499,3,0,12.1,0,0.06,-0.2,-0.2,40,73,786,261,2,8,1,0,8,3,4,1,1,0,1,0,0,0,96,1,16,63,21,4,96,4,8,54,3,4,4,1.14,2,3,-1,-0.57,3.8,3.8,0.0,-0.28,0,5,4,1,1,7,0,0,22,1,1
Enith Salón,es ESP,GK,Valencia,21-078,2001,11,11,990,0,0,0,0,0,0,0.0,0.0,0.0,ea5ef13c,f96ff499,0,0,,0,,0.0,0.0,365,447,8847,5214,0,3,1,0,0,0,0,0,0,0,0,0,5,0,478,366,469,10,0,0,478,0,0,184,0,0,1,1.36,14,12,+2,+1.18,14.8,11.6,+3.2,+1.01,0,0,5,0,0,0,0,0,19,4,0
Amanda Sampedro,es ESP,"MF,FW",Sevilla,29-168,1993,11,10,934,1,3,0,0,3,0,0.9,0.9,3.0,83bc27df,215d9026,10,2,18.6,1,0.09,+0.1,+0.1,401,543,6869,2447,24,46,20,6,12,4,5,3,17,2,15,11,0,0,630,2,81,310,247,16,630,9,19,449,50,1,,1.09,18,17,+1,+3.31,15.7,12.2,+3.5,+0.63,0,17,25,3,38,7,0,0,69,7,7
Olga San Nicolás,,"FW,DF",Valencia,19-030,2003,1,0,20,0,0,0,0,0,0,0.0,0.0,0.2,f13170a5,f96ff499,1,1,28.2,0,0.03,0.0,0.0,3,4,65,46,1,0,1,1,3,0,3,0,0,0,0,0,0,0,10,0,0,6,4,0,10,1,2,3,0,1,8,3.00,0,0,0,-0.08,0.8,0.0,+0.8,+3.35,0,0,0,1,1,2,0,0,1,0,0
Sanadri,,FW,Alavés,22-292,2000,7,3,301,1,1,0,0,0,0,1.2,1.2,1.0,eaf4b5e2,aa11fb42,4,2,10.7,0,0.31,-0.2,-0.2,47,80,675,164,3,5,1,0,7,2,1,4,4,2,2,1,2,0,117,4,14,48,56,11,117,2,5,69,13,4,3,0.71,5,16,-11,-1.72,4.1,10.4,-6.2,-0.79,0,3,2,5,4,4,0,0,9,6,11
Lidia Sánchez,,DF,Real Betis,17-322,2005,7,4,403,0,0,0,0,0,1,0.0,0.0,0.0,47197c8a,74142337,0,0,,0,,0.0,0.0,63,112,1315,541,1,2,1,0,10,8,2,0,8,4,4,6,13,0,152,24,92,56,7,1,152,0,0,62,1,3,,1.00,5,11,-6,-0.27,2.5,10.5,-8.0,-0.27,0,2,0,0,1,7,0,0,20,5,2
Nerea Sánchez,,"FW,MF",Villarreal,23-161,1999,4,0,48,0,0,0,0,1,0,0.0,0.0,0.0,15cc3dbd,7a7bef84,0,0,,0,,0.0,0.0,9,16,161,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,25,1,2,10,13,0,25,1,1,18,2,4,4,0.75,0,4,-4,-6.16,0.3,1.2,-1.0,-1.27,0,4,0,0,2,1,0,0,3,0,1
Vanesa Santana,ar ARG,MF,Sporting Huelva,32-099,1990,7,7,587,0,0,0,0,4,0,0.1,0.1,0.1,53b686a8,27acb0af,5,1,30.1,0,0.02,-0.1,-0.1,82,175,1456,678,2,15,2,0,20,9,11,0,12,4,8,13,8,0,242,12,70,142,32,3,242,2,3,91,8,0,,1.14,4,9,-5,+0.57,4.5,12.7,-8.1,-0.33,0,16,11,1,0,12,0,0,35,9,12
Leicy Santos,co COL,"MF,FW",Atlético Madrid,26-209,1996,10,10,853,1,3,1,1,2,0,1.7,0.9,2.5,36e74d61,b56c2667,14,4,23.0,3,0.07,-0.7,-0.9,386,532,6964,2545,22,44,14,4,28,7,16,5,14,3,11,5,6,0,635,12,91,309,240,17,634,7,13,402,38,0,1,2.00,14,13,+1,-4.49,15.0,9.1,+5.9,-2.35,0,15,18,1,68,15,0,0,73,5,9
Izarne Sarasola,es ESP,"FW,DF",Real Sociedad,20-297,2002,2,0,23,0,1,0,0,0,0,0.2,0.2,0.6,15dff0ba,c21f25d3,2,1,15.6,0,0.08,-0.2,-0.2,7,9,108,32,1,0,0,0,1,0,1,0,0,0,0,0,1,0,13,0,1,6,6,2,13,0,0,6,0,2,4,3.00,1,1,0,-0.93,1.4,0.3,+1.1,+3.68,0,0,0,0,0,1,0,0,1,0,0
Amaiur Sarriegi,es ESP,"FW,MF",Real Sociedad,21-363,2000,11,9,749,7,1,1,1,0,0,5.5,4.7,1.8,924c6a21,c21f25d3,25,13,14.1,0,0.19,+1.5,+1.3,125,185,1917,392,17,6,7,3,14,1,9,4,8,2,6,3,4,0,295,4,25,95,183,51,294,7,25,210,76,2,,1.73,17,9,+8,+0.21,14.7,8.7,+6.0,+0.05,0,11,16,13,15,10,0,0,36,2,4
Bibiane Schulze-Solano,de GER,DF,Athletic Club,24-029,1998,11,11,960,0,1,0,0,2,0,0.2,0.2,0.5,619b6566,94929c05,4,0,20.5,1,0.05,-0.2,-0.2,446,564,10191,4035,1,21,1,0,16,15,1,0,9,4,5,15,43,0,669,94,471,181,19,3,669,0,1,413,1,0,,1.18,15,19,-4,-0.37,10.9,14.3,-3.4,-0.01,0,12,3,1,3,7,0,0,78,6,7
Liced Serna,co COL,MF,Valencia,20-313,2002,1,1,78,0,0,0,0,0,0,0.0,0.0,0.0,ab57ed6a,f96ff499,2,1,36.0,0,0.01,0.0,0.0,21,27,363,131,0,3,1,0,1,1,0,0,2,1,1,1,0,0,34,0,8,23,3,0,34,0,1,17,0,0,,1.00,0,0,0,-0.09,0.5,0.2,+0.2,+0.06,0,1,1,0,1,0,0,0,8,2,0
